group_id,actor_name,aliases,actor_type,country_attribution,targeted_sectors,mitre_description,technique_count,tactic_count,technique_diversity_score,associated_cve_count,avg_cvss_score,max_cvss_score,kev_count,critical_vuln_ratio,kev_ratio,acled_event_count,acled_political_violence_events_total,acled_months_observed,acled_avg_monthly_political_violence_events,acled_max_monthly_political_violence_events,geo_instability_score,conflict_intensity_index,capability_score,opportunity_score,activity_score,composite_risk_score,has_country_attribution,has_targeted_sector,has_cve_mapping
G0125,HAFNIUM,HAFNIUM; Operation Exchange Marauder; Silk Typhoon,State,China,Defense Industrial Base; Education; Information Technology; NGO,"[HAFNIUM](https://attack.mitre.org/groups/G0125) is a likely state-sponsored cyber espionage group operating out of China that has been active since at least January 2021. [HAFNIUM](https://attack.mitre.org/groups/G0125) primarily targets entities in the US across a number of industry sectors, including infectious disease researchers, law firms, higher education institutions, defense contractors, policy think tanks, and NGOs. [HAFNIUM](https://attack.mitre.org/groups/G0125) has targeted remote management tools and cloud software for intial access and has demonstrated an ability to quickly operationalize exploits for identified vulnerabilities in edge devices.(Citation: Microsoft HAFNIUM March 2020)(Citation: Volexity Exchange Marauder March 2021)(Citation: Microsoft Silk Typhoon MAR 2025)",44,14,0.3384615384615385,3,9.566666666666668,9.8,2,1,0.6666666666666666,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.5782960845460846,0.009475277,0.11,0.32404309771848083,1,1,1
G0126,Higaisa,Higaisa,,China; Japan; North Korea; Poland; Russia; South Korea,Government Facilities,"[Higaisa](https://attack.mitre.org/groups/G0126) is a threat group suspected to have South Korean origins. [Higaisa](https://attack.mitre.org/groups/G0126) has targeted government, public, and trade organizations in North Korea; however, they have also carried out attacks in China, Japan, Russia, Poland, and other nations. [Higaisa](https://attack.mitre.org/groups/G0126) was first disclosed in early 2019 but is assessed to have operated as early as 2009.(Citation: Malwarebytes Higaisa 2020)(Citation: Zscaler Higaisa 2020)(Citation: PTSecurity Higaisa 2020)",28,8,0.2153846153846154,1,8.8,8.8,1,0,1,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.5806652806652807,0.13245299191085874,0.046666667,0.3308232387148121,1,1,1
G0127,TA551,TA551; GOLD CABIN; Shathak,,Unknown,Financial Services,"[TA551](https://attack.mitre.org/groups/G0127) is a financially-motivated threat group that has been active since at least 2018. (Citation: Secureworks GOLD CABIN) The group has primarily targeted English, German, Italian, and Japanese speakers through email-based malware distribution campaigns. (Citation: Unit 42 TA551 Jan 2021)",14,5,0.1076923076923077,1,7.8,7.8,1,0,1,0,0,0,0,0,0,0,0.501481289,0,0.046666667,0.2647406444906445,1,1,1
G0128,ZIRCONIUM,ZIRCONIUM; APT31; Violet Typhoon,,China,unknown,"[ZIRCONIUM](https://attack.mitre.org/groups/G0128) is a threat group operating out of China, active since at least 2017, that has targeted individuals associated with the 2020 US presidential election and prominent leaders in the international affairs community.(Citation: Microsoft Targeting Elections September 2020)(Citation: Check Point APT31 February 2021)",29,11,0.2230769230769231,3,8.033333333333333,9.8,2,0.3333333333333333,0.6666666666666666,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.4817524255024255,0.009475277,0.11,0.2757712681966512,1,0,1
G0129,Mustang Panda,Mustang Panda; TA416; RedDelta; BRONZE PRESIDENT; STATELY TAURUS; FIREANT; CAMARO DRAGON; EARTH PRETA; HIVE0154; TWILL TYPHOON; TANTALUM; LUMINOUS MOTH; UNC6384; TEMP.Hex; Red Lich; ClumsyToad,,China; Mongolia; Myanmar; Pakistan; Russia; United States; Vietnam,Government Facilities; NGO,"[Mustang Panda](https://attack.mitre.org/groups/G0129) is a China-based cyber espionage threat actor that has been conducting operations since at least 2012. [Mustang Panda](https://attack.mitre.org/groups/G0129) has been known to use tailored phishing lures and decoy documents to deliver malicious payloads.  [Mustang Panda](https://attack.mitre.org/groups/G0129) has targeted government, diplomatic, and non-governmental organizations, including think tanks, religious institutions, and research entities, across the United States, Europe, and Asia, with notable activity in Russia, Mongolia, Myanmar, Pakistan, and Vietnam. (Citation: BlackBerry MUSTANG PANDA October 2022)(Citation: Eset PlugX Korplug Mustang Panda March 2022)(Citation: Anomali MUSTANG PANDA October 2019)(Citation: Cisco Talos MUSTANG PANDA PLUGX PUBLOAD MAY 2022)(Citation: Secureworks BRONZE PRESIDENT December 2019)(Citation: DOJ Affidavit Search and Seizure PlugX December 2024)(Citation: EclecticIQ Mustang Panda PlugX)(Citation: ATTACKIQ MUSTANG PANDA TONESHELL March 2023)(Citation: Crowdstrike MUSTANG PANDA June 2018)(Citation: Palo Alto Networks, Unit 42)(Citation: Sophos PlugX September 2022)(Citation: Sophos Mustang Panda PLUGX)(Citation: Zscaler)",85,14,0.6538461538461539,3,8.733333333333334,10,3,0.3333333333333333,1,67703,67703,197,391.6831683168317,1716,0.2266801039267156,0.13245299191085874,0.7982068607068608,0.19841197032195854,0.14,0.4807858244178221,1,1,1
G0130,Ajax Security Team,Ajax Security Team; Operation Woolen-Goldfish; AjaxTM; Rocket Kitten; Flying Kitten; Operation Saffron Rose,,Iran,Critical Manufacturing; Defense Industrial Base,[Ajax Security Team](https://attack.mitre.org/groups/G0130) is a group that has been active since at least 2010 and believed to be operating out of Iran. By 2014 [Ajax Security Team](https://attack.mitre.org/groups/G0130) transitioned from website defacement operations to malware-based cyber espionage campaigns targeting the US defense industrial base and Iranian users of anti-censorship technologies.(Citation: FireEye Operation Saffron Rose 2013),6,5,0.046153846153846156,0,0,0,0,0,0,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.023076923076923078,0.016855616863984572,0,0.014909584911258454,1,1,0
G0131,Tonto Team,Tonto Team; Earth Akhlut; BRONZE HUNTLEY; CactusPete; Karma Panda,State,China; Japan; South Korea; Taiwan; United States,Defense Industrial Base; Education; Energy; Financial Services; Government Facilities; Healthcare and Public Health; Information Technology,"[Tonto Team](https://attack.mitre.org/groups/G0131) is a suspected Chinese state-sponsored cyber espionage threat group that has primarily targeted South Korea, Japan, Taiwan, and the United States since at least 2009; by 2020 they expanded operations to include other Asian as well as Eastern European countries. [Tonto Team](https://attack.mitre.org/groups/G0131) has targeted government, military, energy, mining, financial, education, healthcare, and technology organizations, including through the Heartbeat Campaign (2009-2012) and Operation Bitter Biscuit (2017).(Citation: Kaspersky CactusPete Aug 2020)(Citation: ESET Exchange Mar 2021)(Citation: FireEye Chinese Espionage October 2019)(Citation: ARS Technica China Hack SK April 2017)(Citation: Trend Micro HeartBeat Campaign January 2013)(Citation: Talos Bisonal 10 Years March 2020)",15,10,0.11538461538461539,10,8.370000000000001,9.8,7,0.2,0.7,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.4447700103950104,0.009475277,0.3766666666666667,0.3372800606429437,1,1,1
G0133,Nomadic Octopus,Nomadic Octopus; DustSquad,,Russia,Government Facilities,"
[Nomadic Octopus](https://attack.mitre.org/groups/G0133) is a Russian-speaking cyber espionage threat group that has primarily targeted Central Asia, including local governments, diplomatic missions, and individuals, since at least 2014. [Nomadic Octopus](https://attack.mitre.org/groups/G0133) has been observed conducting campaigns involving Android and Windows malware, mainly using the Delphi programming language, and building custom variants.(Citation: Security Affairs DustSquad Oct 2018)(Citation: Securelist Octopus Oct 2018)(Citation: ESET Nomadic Octopus 2018)",7,4,0.053846154,0,0,0,0,0,0,39560,39560,101,391.6831683168317,1716,0.13245299191085874,0.13245299191085874,0.026923076923076925,0.13245299191085874,0,0.039952137,1,1,0
G0134,Transparent Tribe,Transparent Tribe; COPPER FIELDSTONE; APT36; Mythic Leopard; ProjectM,,Afghanistan; India; Pakistan,Defense Industrial Base; Government Facilities,"[Transparent Tribe](https://attack.mitre.org/groups/G0134) is a suspected Pakistan-based threat group that has been active since at least 2013, primarily targeting diplomatic, defense, and research organizations in India and Afghanistan.(Citation: Proofpoint Operation Transparent Tribe March 2016)(Citation: Kaspersky Transparent Tribe August 2020)(Citation: Talos Transparent Tribe May 2021)",14,5,0.1076923076923077,2,8.3,8.8,2,0,1,64698,64698,197,572.5486725663717,1675,0.21661889966250603,0.19361512270719564,0.5141502079002079,0.2097177665759129,0.093333333,0.32701865726528656,1,1,1
G0135,BackdoorDiplomacy,BackdoorDiplomacy,,Unknown,Communications,"[BackdoorDiplomacy](https://attack.mitre.org/groups/G0135) is a cyber espionage threat group that has been active since at least 2017. [BackdoorDiplomacy](https://attack.mitre.org/groups/G0135) has targeted Ministries of Foreign Affairs and telecommunication companies in Africa, Europe, the Middle East, and Asia.(Citation: ESET BackdoorDiplomacy Jun 2021)",15,9,0.11538461538461539,3,9.8,9.8,2,1,0.6666666666666666,0,0,0,0,0,0,0,0.4726697851697852,0,0.11,0.2693348925848926,1,1,1
G0136,IndigoZebra,IndigoZebra,,China,Government Facilities; Media,[IndigoZebra](https://attack.mitre.org/groups/G0136) is a suspected Chinese cyber espionage group that has been targeting Central Asian governments since at least 2014.(Citation: HackerNews IndigoZebra July 2021)(Citation: Checkpoint IndigoZebra July 2021)(Citation: Securelist APT Trends Q2 2017),7,4,0.053846154,0,0,0,0,0,0,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.026923076923076925,0.009475277,0,0.015356593906976936,1,1,0
G0137,Ferocious Kitten,Ferocious Kitten,,Iran,unknown,[Ferocious Kitten](https://attack.mitre.org/groups/G0137) is a threat group that has primarily targeted Persian-speaking individuals in Iran since at least 2015.(Citation: Kaspersky Ferocious Kitten Jun 2021),6,4,0.046153846153846156,0,0,0,0,0,0,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.023076923076923078,0.016855616863984572,0,0.014909584911258454,1,0,0
G0138,Andariel,Andariel; Silent Chollima; PLUTONIUM; Onyx Sleet,State,North Korea; South Korea,Defense Industrial Base; Financial Services; Government Facilities; Transportation Systems,"[Andariel](https://attack.mitre.org/groups/G0138) is a North Korean state-sponsored threat group that has been active since at least 2009. [Andariel](https://attack.mitre.org/groups/G0138) has primarily focused its operations--which have included destructive attacks--against South Korean government agencies, military organizations, and a variety of domestic companies; they have also conducted cyber financial operations against ATMs, banks, and cryptocurrency exchanges. [Andariel](https://attack.mitre.org/groups/G0138)'s notable activity includes Operation Black Mine, Operation GoldenAxe, and Campaign Rifle.(Citation: FSI Andariel Campaign Rifle July 2017)(Citation: IssueMakersLab Andariel GoldenAxe May 2017)(Citation: AhnLab Andariel Subgroup of Lazarus June 2018)(Citation: TrendMicro New Andariel Tactics July 2018)(Citation: CrowdStrike Silent Chollima Adversary September 2021)

[Andariel](https://attack.mitre.org/groups/G0138) is considered a sub-set of [Lazarus Group](https://attack.mitre.org/groups/G0032), and has been attributed to North Korea's Reconnaissance General Bureau.(Citation: Treasury North Korean Cyber Groups September 2019)

North Korean group definitions are known to have significant overlap, and some security researchers report all North Korean state-sponsored cyber activity under the name [Lazarus Group](https://attack.mitre.org/groups/G0032) instead of tracking clusters or subgroups.",12,8,0.092307692,2,9.8,9.8,2,1,1,64,64,64,1,5,0.000214282,0.000338164,0.544464657,0.000251446,0.093333333,0.300282618,1,1,1
G0139,TeamTNT,TeamTNT,,Unknown,Financial Services; Information Technology,[TeamTNT](https://attack.mitre.org/groups/G0139) is a threat group that has primarily targeted cloud and containerized environments. The group as been active since at least October 2019 and has mainly focused its efforts on leveraging cloud and container resources to deploy cryptocurrency miners in victim environments.(Citation: Palo Alto Black-T October 2020)(Citation: Lacework TeamTNT May 2021)(Citation: Intezer TeamTNT September 2020)(Citation: Cado Security TeamTNT Worm August 2020)(Citation: Unit 42 Hildegard Malware)(Citation: Trend Micro TeamTNT)(Citation: ATT TeamTNT Chimaera September 2020)(Citation: Aqua TeamTNT August 2020)(Citation: Intezer TeamTNT Explosion September 2021),56,15,0.4307692307692308,3,8.933333333333334,10,3,0.3333333333333333,1,0,0,0,0,0,0,0,0.6917359667359667,0,0.14,0.38786798336798334,1,1,1
G0140,LazyScripter,LazyScripter,,Unknown,Transportation Systems,"[LazyScripter](https://attack.mitre.org/groups/G0140) is threat group that has mainly targeted the airlines industry since at least 2018, primarily using open-source toolsets.(Citation: MalwareBytes LazyScripter Feb 2021)",20,7,0.15384615384615385,1,7.8,7.8,1,0,1,0,0,0,0,0,0,0,0.5245582120582121,0,0.046666667,0.27627910602910605,1,1,1
G0142,Confucius,Confucius; Confucius APT,,Unknown,Defense Industrial Base; Government Facilities,"[Confucius](https://attack.mitre.org/groups/G0142) is a cyber espionage group that has primarily targeted military personnel, high-profile personalities, business persons, and government organizations in South Asia since at least 2013. Security researchers have noted similarities between [Confucius](https://attack.mitre.org/groups/G0142) and [Patchwork](https://attack.mitre.org/groups/G0040), particularly in their respective custom malware code and targets.(Citation: TrendMicro Confucius APT Feb 2018)(Citation: TrendMicro Confucius APT Aug 2021)(Citation: Uptycs Confucius APT Jan 2021)",19,10,0.14615384615384616,4,7.8,7.8,4,0,1,0,0,0,0,0,0,0,0.5207120582120581,0,0.18666666666666665,0.31635602910602906,1,1,1
G0143,Aquatic Panda,Aquatic Panda,,China,Communications; Critical Manufacturing; Government Facilities; Information Technology,"[Aquatic Panda](https://attack.mitre.org/groups/G0143) is a suspected China-based threat group with a dual mission of intelligence collection and industrial espionage. Active since at least May 2020, [Aquatic Panda](https://attack.mitre.org/groups/G0143) has primarily targeted entities in the telecommunications, technology, and government sectors.(Citation: CrowdStrike AQUATIC PANDA December 2021)",35,13,0.2692307692307692,0,0,0,0,0,0,2830,2830,101,28.019801980198018,182,0.009475277,0.009475277,0.1346153846153846,0.009475277,0,0.069202748,1,1,0
G1001,HEXANE,HEXANE; Lyceum; Siamesekitten; Spirlin,,Israel; Kuwait; Morocco; Saudi Arabia; Tunisia,Communications; Energy; Transportation Systems,"[HEXANE](https://attack.mitre.org/groups/G1001) is a cyber espionage threat group that has targeted oil & gas, telecommunications, aviation, and internet service provider organizations since at least 2017. Targeted companies have been located in the Middle East and Africa, including Israel, Saudi Arabia, Kuwait, Morocco, and Tunisia. [HEXANE](https://attack.mitre.org/groups/G1001)'s TTPs appear similar to [APT33](https://attack.mitre.org/groups/G0064) and [OilRig](https://attack.mitre.org/groups/G0049) but due to differences in victims and tools it is tracked as a separate entity.(Citation: Dragos Hexane)(Citation: Kaspersky Lyceum October 2021)(Citation: ClearSky Siamesekitten August 2021)(Citation: Accenture Lyceum Targets November 2021)",36,12,0.27692307692307694,3,9.466666666666667,9.8,2,0.6666666666666666,0.6666666666666666,7074,7074,352,56.592,633,0.023684844913483688,0.019137354690094817,0.54499307,0.022320597846467026,0.11,0.30996065456582833,1,1,1
G1002,BITTER,BITTER; T-APT-17,,Bangladesh; China; Pakistan; Saudi Arabia,Energy; Government Facilities,"[BITTER](https://attack.mitre.org/groups/G1002) is a suspected South Asian cyber espionage threat group that has been active since at least 2013. [BITTER](https://attack.mitre.org/groups/G1002) has targeted government, energy, and engineering organizations in Pakistan, China, Bangladesh, and Saudi Arabia.(Citation: Cisco Talos Bitter Bangladesh May 2022)(Citation: Forcepoint BITTER Pakistan Oct 2016)",16,7,0.12307692307692308,5,8.2,8.8,5,0,1,26749,26749,197,135.78172588832487,392,0.089559785,0.045916437813791754,0.5193087318087317,0.076466781,0.23333333333333334,0.34494772202373175,1,1,1
G1003,Ember Bear,Ember Bear; UNC2589; Bleeding Bear; DEV-0586; Cadet Blizzard; Frozenvista; UAC-0056,State,Russia; Ukraine,Communications; Government Facilities; Information Technology,"[Ember Bear](https://attack.mitre.org/groups/G1003) is a Russian state-sponsored cyber espionage group that has been active since at least 2020, linked to Russia's General Staff Main Intelligence Directorate (GRU) 161st Specialist Training Center (Unit 29155).(Citation: CISA GRU29155 2024) [Ember Bear](https://attack.mitre.org/groups/G1003) has primarily focused operations against Ukrainian government and telecommunication entities, but has also operated against critical infrastructure entities in Europe and the Americas.(Citation: Cadet Blizzard emerges as novel threat actor) [Ember Bear](https://attack.mitre.org/groups/G1003) conducted the [WhisperGate](https://attack.mitre.org/software/S0689) destructive wiper attacks against Ukraine in early 2022.(Citation: CrowdStrike Ember Bear Profile March 2022)(Citation: Mandiant UNC2589 March 2022)(Citation: CISA GRU29155 2024) There is some confusion as to whether [Ember Bear](https://attack.mitre.org/groups/G1003) overlaps with another Russian-linked entity referred to as [Saint Bear](https://attack.mitre.org/groups/G1031). At present available evidence strongly suggests these are distinct activities with different behavioral profiles.(Citation: Cadet Blizzard emerges as novel threat actor)(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 )",47,15,0.36153846153846153,9,8.866666666666667,9.8,7,0.4444444444444444,0.7777777777777778,298672,298672,101,2957.1485148514853,7824,1,1,0.5998758373758374,1,0.36,0.6079379186879187,1,1,1
G1004,LAPSUS$,LAPSUS$; DEV-0537; Strawberry Tempest,Nonstate CyberCrime,Unknown,Communications; Critical Manufacturing; Education; Energy; Government Facilities; Healthcare and Public Health; Information Technology; Media,"[LAPSUS$](https://attack.mitre.org/groups/G1004) is cyber criminal threat group that has been active since at least mid-2021. [LAPSUS$](https://attack.mitre.org/groups/G1004) specializes in large-scale social engineering and extortion operations, including destructive attacks without the use of ransomware. The group has targeted organizations globally, including in the government, manufacturing, higher education, energy, healthcare, technology, telecommunications, and media sectors.(Citation: BBC LAPSUS Apr 2022)(Citation: MSTIC DEV-0537 Mar 2022)(Citation: UNIT 42 LAPSUS Mar 2022)",43,13,0.33076923076923076,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0.30474272349272347,0,0.016666666666666666,0.15737136174636174,1,1,1
G1005,POLONIUM,POLONIUM; Plaid Rain,,Iran; Israel; Lebanon,Critical Manufacturing; Defense Industrial Base; Government Facilities; Information Technology,"[POLONIUM](https://attack.mitre.org/groups/G1005) is a Lebanon-based group that has primarily targeted Israeli organizations, including critical manufacturing, information technology, and defense industry companies, since at least February 2022. Security researchers assess [POLONIUM](https://attack.mitre.org/groups/G1005) has coordinated their operations with multiple actors affiliated with Iran’s Ministry of Intelligence and Security (MOIS), based on victim overlap as well as common techniques and tooling.(Citation: Microsoft POLONIUM June 2022)",7,7,0.053846154,0,0,0,0,0,0,24179,24179,125,193.432,3012,0.080955028,0.065411662,0.026923076923076925,0.076292018,0,0.028719942061474178,1,1,0
G1006,Earth Lusca,Earth Lusca; TAG-22; Charcoal Typhoon; CHROMIUM; ControlX,Nonstate CyberCrime,Australia; China; France; Germany; Hong Kong; Mongolia; Nepal; Nigeria; Philippines; Taiwan; Thailand; United Arab Emirates; United States; Vietnam,Communications; Education; Financial Services; Government Facilities; Media; NGO,"[Earth Lusca](https://attack.mitre.org/groups/G1006) is a suspected China-based cyber espionage group that has been active since at least April 2019. [Earth Lusca](https://attack.mitre.org/groups/G1006) has targeted organizations in Australia, China, Hong Kong, Mongolia, Nepal, the Philippines, Taiwan, Thailand, Vietnam, the United Arab Emirates, Nigeria, Germany, France, and the United States. Targets included government institutions, news media outlets, gambling companies, educational institutions, COVID-19 research organizations, telecommunications companies, religious movements banned in China, and cryptocurrency trading platforms; security researchers assess some [Earth Lusca](https://attack.mitre.org/groups/G1006) operations may be financially motivated.(Citation: TrendMicro EarthLusca 2022)

[Earth Lusca](https://attack.mitre.org/groups/G1006) has used malware commonly used by other Chinese threat groups, including [APT41](https://attack.mitre.org/groups/G0096) and the [Winnti Group](https://attack.mitre.org/groups/G0044) cluster, however security researchers assess [Earth Lusca](https://attack.mitre.org/groups/G1006)'s techniques and infrastructure are separate.(Citation: TrendMicro EarthLusca 2022)",44,14,0.3384615384615385,6,7.916666666666667,9.8,3,0.3333333333333333,0.5,36611,36611,353,114.392,723,0.12257928429849467,0.038683211,0.4948219854469854,0.097410462,0.19,0.3238930851861273,1,1,1
G1007,Aoqin Dragon,Aoqin Dragon,,Australia; Cambodia; China; Hong Kong; Singapore; Vietnam,Communications; Education; Government Facilities,"[Aoqin Dragon](https://attack.mitre.org/groups/G1007) is a suspected Chinese cyber espionage threat group that has been active since at least 2013. [Aoqin Dragon](https://attack.mitre.org/groups/G1007) has primarily targeted government, education, and telecommunication organizations in Australia, Cambodia, Hong Kong, Singapore, and Vietnam. Security researchers noted a potential association between [Aoqin Dragon](https://attack.mitre.org/groups/G1007) and UNC94, based on malware, infrastructure, and targets.(Citation: SentinelOne Aoqin Dragon June 2022)",9,6,0.069230769,2,8.3,8.8,2,0,1,2830,2830,153,28.019801980198018,182,0.009475277,0.009475277,0.49491943866943866,0.009475277,0.093333333,0.2773547747801578,1,1,1
G1008,SideCopy,SideCopy,,India; Pakistan,Government Facilities,"[SideCopy](https://attack.mitre.org/groups/G1008) is a Pakistani threat group that has primarily targeted South Asian countries, including Indian and Afghani government personnel, since at least 2019. [SideCopy](https://attack.mitre.org/groups/G1008)'s name comes from its infection chain that tries to mimic that of [Sidewinder](https://attack.mitre.org/groups/G0121), a suspected Indian threat group.(Citation: MalwareBytes SideCopy Dec 2021)",16,7,0.12307692307692308,2,7.8,7.8,2,0,1,33861,33861,197,270.888,843,0.11337185943108159,0.091604462,0.5091735966735966,0.10684164032785129,0.093333333,0.30395512640236855,1,1,1
G1009,Moses Staff,Moses Staff; DEV-0500; Marigold Sandstorm,,Chile; Germany; India; Iran; Israel; Italy,Critical Manufacturing; Dams; Energy; Financial Services; Government Facilities; Water and Wastewater Systems,"[Moses Staff](https://attack.mitre.org/groups/G1009) is a suspected Iranian threat group that has primarily targeted Israeli companies since at least September 2021. [Moses Staff](https://attack.mitre.org/groups/G1009) openly stated their motivation in attacking Israeli companies is to cause damage by leaking stolen sensitive data and encrypting the victim's networks without a ransom demand.(Citation: Checkpoint MosesStaff Nov 2021) 

Security researchers assess [Moses Staff](https://attack.mitre.org/groups/G1009) is politically motivated, and has targeted government, finance, travel, energy, manufacturing, and utility companies outside of Israel as well, including those in Italy, India, Germany, Chile, Turkey, the UAE, and the US.(Citation: Cybereason StrifeWater Feb 2022)",12,8,0.092307692,2,9.8,9.8,1,1,0.5,33861,33861,125,270.888,2238,0.11337185943108159,0.091604462,0.41946465696465696,0.10684164032785129,0.063333333,0.25010065654789876,1,1,1
G1011,EXOTIC LILY,EXOTIC LILY,Nonstate CyberCrime,Unknown,Financial Services; Healthcare and Public Health; Information Technology,"[EXOTIC LILY](https://attack.mitre.org/groups/G1011) is a financially motivated group that has been closely linked with [Wizard Spider](https://attack.mitre.org/groups/G0102) and the deployment of ransomware including [Conti](https://attack.mitre.org/software/S0575) and [Diavol](https://attack.mitre.org/software/S0659). [EXOTIC LILY](https://attack.mitre.org/groups/G1011) may be acting as an initial access broker for other malicious actors, and has targeted a wide range of industries including IT, cybersecurity, and healthcare since at least September 2021.(Citation: Google EXOTIC LILY March 2022)",15,5,0.11538461538461539,1,8.8,8.8,1,0,1,0,0,0,0,0,0,0,0.5306652806652807,0,0.046666667,0.2793326403326404,1,1,1
G1012,CURIUM,CURIUM; Crimson Sandstorm; TA456; Tortoise Shell; Yellow Liderc,,Iran,Media; Transportation Systems,"[CURIUM](https://attack.mitre.org/groups/G1012) is an Iranian threat group, first reported in September 2019 and active since at least July 2018, targeting IT service providers in the Middle East.(Citation: Symantec Tortoiseshell 2019) [CURIUM](https://attack.mitre.org/groups/G1012) has since invested in building relationships with potential targets via social media over a period of months to establish trust and confidence before sending malware. Security researchers note [CURIUM](https://attack.mitre.org/groups/G1012) has demonstrated great patience and persistence by chatting with potential targets daily and sending benign files to help lower their security consciousness.(Citation: Microsoft Iranian Threat Actor Trends November 2021)",19,8,0.14615384615384616,0,0,0,0,0,0,5342,5342,125,42.736,2238,0.017885841324262068,0.014451759790003748,0.073076923,0.016855616863984572,0,0.039909584911258456,1,1,0
G1013,Metador,Metador,,Unknown,Communications; Transportation Systems,"[Metador](https://attack.mitre.org/groups/G1013) is a suspected cyber espionage group that was first reported in September 2022. [Metador](https://attack.mitre.org/groups/G1013) has targeted a limited number of telecommunication companies, internet service providers, and universities in the Middle East and Africa. Security researchers named the group [Metador](https://attack.mitre.org/groups/G1013) based on the ""I am meta"" string in one of the group's malware samples and the expectation of Spanish-language responses from C2 servers.(Citation: SentinelLabs Metador Sept 2022)",9,6,0.069230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034615385,0,0,0.017307692,1,1,0
G1014,LuminousMoth,LuminousMoth,,China; Myanmar; Philippines; Thailand,Government Facilities,"[LuminousMoth](https://attack.mitre.org/groups/G1014) is a Chinese-speaking cyber espionage group that has been active since at least October 2020. [LuminousMoth](https://attack.mitre.org/groups/G1014) has targeted high-profile organizations, including government entities, in Myanmar, the Philippines, Thailand, and other parts of Southeast Asia. Some security researchers have concluded there is a connection between [LuminousMoth](https://attack.mitre.org/groups/G1014) and [Mustang Panda](https://attack.mitre.org/groups/G0129) based on similar targeting and TTPs, as well as network infrastructure overlaps.(Citation: Kaspersky LuminousMoth July 2021)(Citation: Bitdefender LuminousMoth July 2021)",28,13,0.2153846153846154,0,0,0,0,0,0,67703,67703,197,343.6700507614213,1461,0.2266801039267156,0.11621670302841762,0.1076923076923077,0.1935410836572262,0,0.092554371,1,1,0
G1015,Scattered Spider,Scattered Spider; Roasted 0ktapus; Octo Tempest; Storm-0875; UNC3944,Nonstate CyberCrime,Unknown,Commercial Facilities; Communications; Critical Manufacturing; Defense Industrial Base; Financial Services; Healthcare and Public Health; Information Technology,"[Scattered Spider](https://attack.mitre.org/groups/G1015) is a native English-speaking cybercriminal group active since at least 2022. (Citation: CrowdStrike Scattered Spider Profile) (Citation: MSTIC Octo Tempest Operations October 2023) The group initially targeted customer relationship management (CRM) providers, business process outsourcing (BPO) firms, and telecommunications and technology companies before expanding in 2023 to gaming, hospitality, retail, managed service provider (MSP), manufacturing, and financial sectors. (Citation: MSTIC Octo Tempest Operations October 2023)
[Scattered Spider](https://attack.mitre.org/groups/G1015) relies heavily on social engineering, including impersonating IT and help-desk staff, to gain initial access, bypass multi-factor authentication (MFA), and compromise enterprise networks. The group has adapted its tooling to evade endpoint detection and response (EDR) defenses and used ransomware for financial gain. (Citation: CISA Scattered Spider Advisory November 2023) (Citation: CrowdStrike Scattered Spider BYOVD January 2023) (Citation: Crowdstrike TELCO BPO Campaign December 2022)
[Scattered Spider](https://attack.mitre.org/groups/G1015) had expanded into hybrid cloud and identity environments, using help-desk impersonation and MFA bypass to obtain administrator access in Okta, AWS, and Office 365. (Citation: Mandiant UNC3944 May 2025)",64,15,0.49230769230769234,4,7.925000000000001,10,3,0.25,0.75,0,0,0,0,0,0,0,0.6344562110187111,0,0.15666666666666668,0.3642281055093555,1,1,1
G1016,FIN13,FIN13; Elephant Beetle,Nonstate CyberCrime,Mexico,Commercial Facilities; Financial Services; Healthcare and Public Health,"[FIN13](https://attack.mitre.org/groups/G1016) is a financially motivated cyber threat group that has targeted the financial, retail, and hospitality industries in Mexico and Latin America, as early as 2016. [FIN13](https://attack.mitre.org/groups/G1016) achieves its objectives by stealing intellectual property, financial data, mergers and acquisition information, or PII.(Citation: Mandiant FIN13 Aug 2022)(Citation: Sygnia Elephant Beetle Jan 2022)",53,14,0.4076923076923077,6,9.4,10,4,0.8333333333333334,0.6666666666666666,62538,62538,101,619.1881188118812,840,0.20938688594846522,0.2093868859484652,0.6086884961884962,0.2093868859484652,0.22,0.41222162528394113,1,1,1
